SampleID,Abbreviation,Antibiotic,ZoneDiameter_mm,Interpretation,SPECIES,ResistanceMechanism,original_path,measured_path,original_exists,measured_exists,label_int,is_resistant
3.12.1,F100,Nitrofurantoin (100ug),21.0,S,Escherichia coli,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/3.12.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/3.12.1. measured.jpg,True,True,0,0
3.12.1,ETP,Ertapenem,31.0,S,Escherichia coli,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/3.12.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/3.12.1. measured.jpg,True,True,0,0
3.12.1,FF,Fosfomycin,25.0,S,Escherichia coli,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/3.12.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/3.12.1. measured.jpg,True,True,0,0
3.12.1,PEF,Pefloxacin,6.0,R,Escherichia coli,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/3.12.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/3.12.1. measured.jpg,True,True,2,1
3.12.1,FEP,Cefepim,28.0,S,Escherichia coli,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/3.12.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/3.12.1. measured.jpg,True,True,0,0
3.12.1,AM10,Ampicillin (10ug),6.0,R,Escherichia coli,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/3.12.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/3.12.1. measured.jpg,True,True,2,1
3.13.1,CPD,Cefpodoxim,24.0,S,Escherichia coli,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/3.13.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/3.13.1. measured.jpg,True,True,0,0
3.13.1,AMC,Amoxicillin/Clavulanic acid,21.0,S,Escherichia coli,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/3.13.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/3.13.1. measured.jpg,True,True,0,0
3.13.1,CRO,Ceftriaxon,31.0,S,Escherichia coli,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/3.13.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/3.13.1. measured.jpg,True,True,0,0
3.13.1,CIP,Ciprofloxacin,34.0,S,Escherichia coli,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/3.13.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/3.13.1. measured.jpg,True,True,0,0
3.13.1,FOX,Cefoxitin,27.0,S,Escherichia coli,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/3.13.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/3.13.1. measured.jpg,True,True,0,0
3.13.1,CAZ,Ceftazidim,26.0,S,Escherichia coli,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/3.13.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/3.13.1. measured.jpg,True,True,0,0
3.13.1,TPZ,Piperacillin/Tazobactam,24.0,S,Escherichia coli,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/3.13.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/3.13.1. measured.jpg,True,True,0,0
3.13.1,SXT,Sufamethoxazol-Trimethoprim,28.0,S,Escherichia coli,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/3.13.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/3.13.1. measured.jpg,True,True,0,0
3.13.1,MEM,Meropenem,33.0,S,Escherichia coli,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/3.13.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/3.13.1. measured.jpg,True,True,0,0
3.13.1,CN,Gentamicin (10ug),22.0,S,Escherichia coli,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/3.13.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/3.13.1. measured.jpg,True,True,0,0
3.13.1,F100,Nitrofurantoin (100ug),17.0,S,Escherichia coli,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/3.13.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/3.13.1. measured.jpg,True,True,0,0
3.13.1,ETP,Ertapenem,37.0,S,Escherichia coli,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/3.13.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/3.13.1. measured.jpg,True,True,0,0
3.13.1,FF,Fosfomycin,30.0,S,Escherichia coli,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/3.13.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/3.13.1. measured.jpg,True,True,0,0
3.13.1,PEF,Pefloxacin,28.0,S,Escherichia coli,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/3.13.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/3.13.1. measured.jpg,True,True,0,0
3.13.1,FEP,Cefepim,32.0,S,Escherichia coli,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/3.13.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/3.13.1. measured.jpg,True,True,0,0
3.13.1,AM10,Ampicillin (10ug),20.0,S,Escherichia coli,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/3.13.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/3.13.1. measured.jpg,True,True,0,0
3.14.1,CPD,Cefpodoxim,27.0,S,Escherichia coli,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/3.14.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/3.14.1. measured.jpg,True,True,0,0
3.14.1,AMC,Amoxicillin/Clavulanic acid,25.0,S,Escherichia coli,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/3.14.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/3.14.1. measured.jpg,True,True,0,0
3.14.1,CRO,Ceftriaxon,32.0,S,Escherichia coli,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/3.14.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/3.14.1. measured.jpg,True,True,0,0
3.14.1,CIP,Ciprofloxacin,35.0,S,Escherichia coli,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/3.14.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/3.14.1. measured.jpg,True,True,0,0
3.14.1,FOX,Cefoxitin,24.0,S,Escherichia coli,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/3.14.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/3.14.1. measured.jpg,True,True,0,0
3.14.1,CAZ,Ceftazidim,29.0,S,Escherichia coli,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/3.14.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/3.14.1. measured.jpg,True,True,0,0
3.14.1,TPZ,Piperacillin/Tazobactam,24.0,S,Escherichia coli,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/3.14.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/3.14.1. measured.jpg,True,True,0,0
3.14.1,SXT,Sufamethoxazol-Trimethoprim,28.0,S,Escherichia coli,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/3.14.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/3.14.1. measured.jpg,True,True,0,0
3.14.1,MEM,Meropenem,34.0,S,Escherichia coli,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/3.14.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/3.14.1. measured.jpg,True,True,0,0
3.14.1,CN,Gentamicin (10ug),21.0,S,Escherichia coli,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/3.14.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/3.14.1. measured.jpg,True,True,0,0
3.14.1,F100,Nitrofurantoin (100ug),21.0,S,Escherichia coli,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/3.14.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/3.14.1. measured.jpg,True,True,0,0
3.14.1,ETP,Ertapenem,32.0,S,Escherichia coli,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/3.14.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/3.14.1. measured.jpg,True,True,0,0
3.14.1,FF,Fosfomycin,29.0,S,Escherichia coli,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/3.14.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/3.14.1. measured.jpg,True,True,0,0
3.14.1,PEF,Pefloxacin,29.0,S,Escherichia coli,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/3.14.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/3.14.1. measured.jpg,True,True,0,0
3.14.1,FEP,Cefepim,33.0,S,Escherichia coli,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/3.14.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/3.14.1. measured.jpg,True,True,0,0
3.14.1,AM10,Ampicillin (10ug),22.0,S,Escherichia coli,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/3.14.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/3.14.1. measured.jpg,True,True,0,0
3.15.1,CPD,Cefpodoxim,26.0,S,Klebsiella pneumoniae,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/3.15.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/3.15.1. measured.jpg,True,True,0,0
3.15.1,AMC,Amoxicillin/Clavulanic acid,22.0,S,Klebsiella pneumoniae,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/3.15.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/3.15.1. measured.jpg,True,True,0,0
3.15.1,CRO,Ceftriaxon,31.0,S,Klebsiella pneumoniae,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/3.15.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/3.15.1. measured.jpg,True,True,0,0
3.15.1,CIP,Ciprofloxacin,29.0,S,Klebsiella pneumoniae,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/3.15.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/3.15.1. measured.jpg,True,True,0,0
3.15.1,FOX,Cefoxitin,24.0,S,Klebsiella pneumoniae,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/3.15.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/3.15.1. measured.jpg,True,True,0,0
3.15.1,CAZ,Ceftazidim,23.0,S,Klebsiella pneumoniae,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/3.15.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/3.15.1. measured.jpg,True,True,0,0
3.15.1,TPZ,Piperacillin/Tazobactam,21.0,S,Klebsiella pneumoniae,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/3.15.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/3.15.1. measured.jpg,True,True,0,0
3.15.1,SXT,Sufamethoxazol-Trimethoprim,25.0,S,Klebsiella pneumoniae,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/3.15.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/3.15.1. measured.jpg,True,True,0,0
3.15.1,MEM,Meropenem,28.0,S,Klebsiella pneumoniae,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/3.15.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/3.15.1. measured.jpg,True,True,0,0
3.15.1,CN,Gentamicin (10ug),19.0,S,Klebsiella pneumoniae,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/3.15.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/3.15.1. measured.jpg,True,True,0,0
3.15.1,F100,Nitrofurantoin (100ug),15.0,S,Klebsiella pneumoniae,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/3.15.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/3.15.1. measured.jpg,True,True,0,0
3.15.1,ETP,Ertapenem,29.0,S,Klebsiella pneumoniae,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/3.15.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/3.15.1. measured.jpg,True,True,0,0
3.15.1,PEF,Pefloxacin,24.0,S,Klebsiella pneumoniae,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/3.15.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/3.15.1. measured.jpg,True,True,0,0
3.15.1,FEP,Cefepim,27.0,S,Klebsiella pneumoniae,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/3.15.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/3.15.1. measured.jpg,True,True,0,0
3.15.1,AM10,Ampicillin (10ug),10.0,R,Klebsiella pneumoniae,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/3.15.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/3.15.1. measured.jpg,True,True,2,1
3.16.1,CPD,Cefpodoxim,26.0,S,Escherichia coli,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/3.16.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/3.16.1. measured.jpg,True,True,0,0
3.16.1,AMC,Amoxicillin/Clavulanic acid,15.0,R,Escherichia coli,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/3.16.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/3.16.1. measured.jpg,True,True,2,1
3.16.1,CRO,Ceftriaxon,30.0,S,Escherichia coli,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/3.16.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/3.16.1. measured.jpg,True,True,0,0
3.16.1,CIP,Ciprofloxacin,29.0,S,Escherichia coli,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/3.16.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/3.16.1. measured.jpg,True,True,0,0
3.16.1,FOX,Cefoxitin,22.0,S,Escherichia coli,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/3.16.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/3.16.1. measured.jpg,True,True,0,0
3.16.1,CAZ,Ceftazidim,24.0,S,Escherichia coli,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/3.16.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/3.16.1. measured.jpg,True,True,0,0
3.16.1,TPZ,Piperacillin/Tazobactam,20.0,S,Escherichia coli,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/3.16.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/3.16.1. measured.jpg,True,True,0,0
3.16.1,SXT,Sufamethoxazol-Trimethoprim,6.0,R,Escherichia coli,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/3.16.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/3.16.1. measured.jpg,True,True,2,1
3.16.1,MEM,Meropenem,30.0,S,Escherichia coli,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/3.16.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/3.16.1. measured.jpg,True,True,0,0
3.16.1,CN,Gentamicin (10ug),6.0,R,Escherichia coli,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/3.16.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/3.16.1. measured.jpg,True,True,2,1
3.16.1,F100,Nitrofurantoin (100ug),21.0,S,Escherichia coli,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/3.16.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/3.16.1. measured.jpg,True,True,0,0
3.16.1,ETP,Ertapenem,32.0,S,Escherichia coli,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/3.16.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/3.16.1. measured.jpg,True,True,0,0
3.16.1,FF,Fosfomycin,29.0,S,Escherichia coli,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/3.16.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/3.16.1. measured.jpg,True,True,0,0
3.16.1,PEF,Pefloxacin,30.0,S,Escherichia coli,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/3.16.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/3.16.1. measured.jpg,True,True,0,0
3.16.1,FEP,Cefepim,27.0,S,Escherichia coli,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/3.16.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/3.16.1. measured.jpg,True,True,0,0
3.16.1,AM10,Ampicillin (10ug),6.0,R,Escherichia coli,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/3.16.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/3.16.1. measured.jpg,True,True,2,1
3.17.1,CPD,Cefpodoxim,26.0,S,Escherichia coli,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/3.17.1. original.jpg,,True,False,0,0
3.17.1,AMC,Amoxicillin/Clavulanic acid,22.0,S,Escherichia coli,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/3.17.1. original.jpg,,True,False,0,0
3.17.1,CRO,Ceftriaxon,30.0,S,Escherichia coli,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/3.17.1. original.jpg,,True,False,0,0
3.17.1,CIP,Ciprofloxacin,35.0,S,Escherichia coli,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/3.17.1. original.jpg,,True,False,0,0
3.17.1,FOX,Cefoxitin,27.0,S,Escherichia coli,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/3.17.1. original.jpg,,True,False,0,0
3.17.1,CAZ,Ceftazidim,26.0,S,Escherichia coli,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/3.17.1. original.jpg,,True,False,0,0
3.17.1,TPZ,Piperacillin/Tazobactam,25.0,S,Escherichia coli,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/3.17.1. original.jpg,,True,False,0,0
3.17.1,SXT,Sufamethoxazol-Trimethoprim,27.0,S,Escherichia coli,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/3.17.1. original.jpg,,True,False,0,0
3.17.1,MEM,Meropenem,33.0,S,Escherichia coli,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/3.17.1. original.jpg,,True,False,0,0
3.17.1,CN,Gentamicin (10ug),21.0,S,Escherichia coli,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/3.17.1. original.jpg,,True,False,0,0
3.17.1,F100,Nitrofurantoin (100ug),15.0,S,Escherichia coli,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/3.17.1. original.jpg,,True,False,0,0
3.17.1,ETP,Ertapenem,33.0,S,Escherichia coli,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/3.17.1. original.jpg,,True,False,0,0
3.17.1,FF,Fosfomycin,30.0,S,Escherichia coli,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/3.17.1. original.jpg,,True,False,0,0
3.17.1,PEF,Pefloxacin,28.0,S,Escherichia coli,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/3.17.1. original.jpg,,True,False,0,0
3.17.1,FEP,Cefepim,34.0,S,Escherichia coli,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/3.17.1. original.jpg,,True,False,0,0
3.17.1,AM10,Ampicillin (10ug),21.0,S,Escherichia coli,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/3.17.1. original.jpg,,True,False,0,0
3.18.1,CPD,Cefpodoxim,26.0,S,Morganella morganii,AmpC,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/3.18.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/3.18.1. measured.jpg,True,True,0,0
3.18.1,AMC,Amoxicillin/Clavulanic acid,6.0,R,Morganella morganii,AmpC,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/3.18.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/3.18.1. measured.jpg,True,True,2,1
3.18.1,CRO,Ceftriaxon,32.0,S,Morganella morganii,AmpC,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/3.18.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/3.18.1. measured.jpg,True,True,0,0
3.18.1,CIP,Ciprofloxacin,30.0,S,Morganella morganii,AmpC,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/3.18.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/3.18.1. measured.jpg,True,True,0,0
3.18.1,FOX,Cefoxitin,18.0,R,Morganella morganii,AmpC,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/3.18.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/3.18.1. measured.jpg,True,True,2,1
3.18.1,CAZ,Ceftazidim,27.0,S,Morganella morganii,AmpC,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/3.18.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/3.18.1. measured.jpg,True,True,0,0
3.18.1,TPZ,Piperacillin/Tazobactam,28.0,S,Morganella morganii,AmpC,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/3.18.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/3.18.1. measured.jpg,True,True,0,0
3.18.1,SXT,Sufamethoxazol-Trimethoprim,26.0,S,Morganella morganii,AmpC,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/3.18.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/3.18.1. measured.jpg,True,True,0,0
3.18.1,MEM,Meropenem,31.0,S,Morganella morganii,AmpC,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/3.18.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/3.18.1. measured.jpg,True,True,0,0
3.18.1,CN,Gentamicin (10ug),21.0,S,Morganella morganii,AmpC,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/3.18.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/3.18.1. measured.jpg,True,True,0,0
3.18.1,F100,Nitrofurantoin (100ug),11.0,S,Morganella morganii,AmpC,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/3.18.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/3.18.1. measured.jpg,True,True,0,0
3.18.1,ETP,Ertapenem,28.0,S,Morganella morganii,AmpC,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/3.18.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/3.18.1. measured.jpg,True,True,0,0
3.18.1,PEF,Pefloxacin,25.0,S,Morganella morganii,AmpC,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/3.18.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/3.18.1. measured.jpg,True,True,0,0
3.18.1,FEP,Cefepim,31.0,S,Morganella morganii,AmpC,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/3.18.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/3.18.1. measured.jpg,True,True,0,0
3.18.1,AM10,Ampicillin (10ug),6.0,R,Morganella morganii,AmpC,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/3.18.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/3.18.1. measured.jpg,True,True,2,1
3.19.1,CPD,Cefpodoxim,21.0,S,Escherichia coli,None,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/3.19.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/3.19.1. measured.jpg,True,True,0,0
